"Faculty","Year","Publication"
"Sample",2012,"J Mori, FM Chester, N Eguchi, S Toczko. 2012. Integrated Ocean Drilling Program Expedition 343 Scientific Prospectus: Japan Trench Fast Earthquake Drilling Project (JFAST): Integrated Ocean Drilling Program Management …, Inc., doi 10."
"Sanford",2012,"C Licata, R Sanford. 2012. Charcoal and total carbon in soils from foothills shrublands to subalpine forests in the Colorado Front Range, Forests 3 (4), 944-958."
"Sisk",2012,"BR Noon, LL Bailey, TD Sisk, KS McKelvey. 2012. Efficient species‐level monitoring at the landscape scale, Conservation Biology 26 (3), 432-441."
"Springer",2012,"KM Ramstead, JA Allen, AE Springer. 2012. Have wet meadow restoration projects in the Southwestern US been effective in restoring geomorphology, hydrology, soils, and plant species composition?, Environmental Evidence 1, 1-16."
"Stuart",2012,"D Stuart, RL Schewe, M McDermott. 2012. Responding to climate change: Barriers to reflexive modernization in US agriculture, Organization & Environment 25 (3), 308-327."
"Stuart",2012,"D Stuart, MR Worosz. 2012. Risk, anti-reflexivity, and ethical neutralization in industrial food processing, Agriculture and Human Values 29, 287-301."
"Stuart",2012,"M Haan, D Stuart, B Schewe. 2012. Challenges and benefits of adopting robotic milking on Michigan dairy farms, Michigan Dairy Review 17 (3), 1-3."
"Umhoefer",2012,"FH Sutherland, GM Kent, AJ Harding, PJ Umhoefer, NW Driscoll, et al.. 2012. Middle Miocene to early Pliocene oblique extension in the southern Gulf of California, Geosphere 8 (4), 752-770."
"Umhoefer",2012,"D Brothers, A Harding, A González‐Fernández, WS Holbrook, G Kent, et al.. 2012. Farallon slab detachment and deformation of the Magdalena Shelf, southern Baja California, Geophysical Research Letters 39 (9)."
"Umhoefer",2012,"JW Martz, WG Parker, L Skinner, JJ Raucci, P Umhoefer, RC Blakey. 2012. Geologic map of Petrified Forest National Park, Arizona, Arizona Geological Survey (Tucson, AZ) ."
"Huntzinger",2011,"DN Huntzinger, SM Gourdji, KL Mueller, AM Michalak. 2011. The utility of continuous atmospheric measurements for identifying biospheric CO2 flux variability, Journal of Geophysical Research: Atmospheres 116 (D6)."
"Huntzinger",2011,"DN Huntzinger, SM Gourdji, KL Mueller, AM Michalak. 2011. A systematic approach for comparing modeled biospheric carbon fluxes across regional scales, Biogeosciences 8 (6), 1579-1593."
"Huntzinger",2011,"SM Gourdji, KL Mueller, V Yadav, DN Huntzinger, AE Andrews, et al.. 2011. North American CO2 exchange: intercomparison of modeled estimates with results from a fine-scale atmospheric inversion, Biogeosciences Discussions 8 (4), 6775."
"Huntzinger",2011,"CJ Waddell, MD Hurteau, D Huntzinger. 2011. Product carbon footprinting: a proposed framework to increase confidence, reduce costs and incorporate profit incentive, Carbon Management 2 (6), 645-657."
"Kaufman",2011,"DS Kaufman, NE Young, JP Briner, WF Manley. 2011. Alaska palaeo-glacier atlas (version 2), Developments in Quaternary Sciences 15, 427-445."
"Kaufman",2011,"J Bright, DS Kaufman. 2011. Amino acid racemization in lacustrine ostracodes, part I: effect of oxidizing pre-treatments on amino acid composition, Quaternary Geochronology 6 (2), 154-173."
"Kaufman",2011,"SE Jenkins, CH Sieg, DE Anderson, DS Kaufman, PA Pearthree. 2011. Late Holocene geomorphic record of fire in ponderosa pine and mixed-conifer forests, Kendrick Mountain, northern Arizona, USA, International Journal of Wildland Fire 20 (1), 125-141."
"Kaufman",2011,"CA Orem, DS Kaufman. 2011. Effects of basic pH on amino acid racemization and leaching in freshwater mollusk shell, Quaternary Geochronology 6 (2), 233-245."
"Kaufman",2011,"CA Kaufman, SF Lamoureux, DS Kaufman. 2011. Long-term river discharge and multidecadal climate variability inferred from varved sediments, southwest Alaska, Quaternary Research 76 (1), 1-9."
"Kaufman",2011,"J Bright, DS Kaufman. 2011. Amino acids in lacustrine ostracodes, part III: Effects of pH and taxonomy on racemization and leaching, Quaternary Geochronology 6 (6), 574-597."
"Kaufman",2011,"KL Reichert, JM Licciardi, DS Kaufman. 2011. Amino acid racemization in lacustrine ostracodes, part II: Paleothermometry in Pleistocene sediments at Summer Lake, Oregon, Quaternary Geochronology 6 (2), 174-185."
"Kaufman",2011,"J Wehmiller, K Penkman, D Kaufman. 2011. Recent advances in aminostratigraphic methods and data management, Eos, Transactions American Geophysical Union 92 (48), 444-444."
"Kaufman",2011,"GH Miller, J Brigham-Grette, RB Alley, L Anderson, HA Bauch, et al.. 2011. Temperature and precipitation history of the Arctic (vol 29, pg 1679, 2010), QUATERNARY SCIENCE REVIEWS 30 (19-20), 2841-2843."
"Nielsen",2011,"BTG Carter, EA Nielsen. 2011. Exploring ecological changes in Cook Inlet beluga whale habitat though traditional and local ecological knowledge of contributing factors for population decline, Marine Policy 35 (3), 299-308."
"Nielsen",2011,"M Henn, D Ostergren, E Nielsen. 2011. Integrating traditional ecological knowledge (TEK) into natural resource management, Park Science 27 (3)."
"Nielsen",2011,"B Tellman, K McSweeney, L Manak, JA Devine, S Sesnie, E Nielsen, et al.. 2011. Narcotráfico y Control de la tierra en Guatemala y Honduras, Journal of Illicit Economies and Development 3 (1), 132-163."
"Reid",2011,"MR Reid, JA Vazquez, AK Schmitt. 2011. Zircon-scale insights into the history of a Supervolcano, Bishop Tuff, Long Valley, California, with implications for the Ti-in-zircon geothermometer, Contributions to Mineralogy and Petrology 161, 293-311."
"Sample",2011,"ME Torres, TS Collett, KK Rose, JC Sample, WF Agena, EJ Rosenbaum. 2011. Pore fluid geochemistry from the Mount Elbert gas hydrate stratigraphic test well, Alaska North Slope, Marine and Petroleum Geology 28 (2), 332-342."
"Sample",2011,"FM Chester, JJ Mori, N Eguchi, S Toczko. 2011. Expedition 343/343T Scientists, Structure and composition of the plate-boundary slip zone for the 1208-1211."
"Sisk",2011,"J Battin, TD Sisk. 2011. One-sided edge responses in forest birds following restoration treatments, The Condor 113 (3), 501-510."
"Sisk",2011,"TD Sisk, G Singh, J Tam, KMA Chan, S Klain, M Mach, R Martone. 2011. Barriers and incentives to engagement in public policy and science-based advocacy, Bulletin of the Ecological Society of America 92 (3), 276-280."
"Sisk",2011,"TD Sisk. 2011. Seeding Sustainability in the West, Utah Envtl. L. Rev. 31, 79."
"Sisk",2011,"TD Sisk. 2011. Leopold's Shack and Ricketts's Lab: The Emergence of Environmentalism, BioScience 61 (7), 567-568."
"Sisk",2011,"TD Sisk. 2011. Two “Destined Human Deliverers” of Environmental Science, BioScience 61 (7), 567-568."
"Springer",2011,"LE Stevens, AE Springer, JD Ledbetter. 2011. Inventory and monitoring protocols for springs ecosystems, URL: http://docs. springstewardship. org/PDF … ."
"Springer",2011,"J Androwski, A Springer, T Acker, M Manone. 2011. Wind‐Powered Desalination: An Estimate of Saline Groundwater in the United States1, JAWRA Journal of the American Water Resources Association 47 (1), 93-102."
"Springer",2011,"CJ Stacey, AE Springer, LE Stevens. 2011. Have arid land springs restoration projects been effective in restoring hydrology, geomorphology, and invertebrate and plant species composition comparable to natural springs …, Flagstaff, AZ: Collaboration for Environmental Evidence ."
"Springer",2011,"MC Fry, AE Springer, PJ Umhoefer. 2011. Hydrogeologic Implications of a Fault Scaling Relationship in Bedrock Aquifers, Environmental & Engineering Geoscience 17 (4), 377-389."
"Springer",2011,"CJ Stacey, AE Springer, LE Stevens. 2011. Systematic Review–Final: Have arid land springs restoration projects been effective in restoring hydrology, geomorphology, and invertebrates and plant species composition …, Collaboration for Environmental Evidence ."
"Umhoefer",2011,"PJ Umhoefer. 2011. Why did the southern Gulf of California rupture so rapidly?—Oblique divergence across hot, weak lithosphere along a tectonically active margin, GSA today 21 (11), 4-10."
"Umhoefer",2011,"RJ Dorsey, PJ Umhoefer. 2011. Influence of sediment input and plate‐motion obliquity on basin development along an active oblique‐divergent plate boundary: Gulf of California and Salton Trough, Tectonics of sedimentary basins: recent advances 209-225."
"Umhoefer",2011,"MM Busch, JR Arrowsmith, PJ Umhoefer, JA Coyan, SJ Maloney, et al.. 2011. Geometry and evolution of rift-margin, normal-fault–bounded basins from gravity and geology, La Paz–Los Cabos region, Baja California Sur, Mexico, Lithosphere 3 (2), 110-127."
"Umhoefer",2011,"LA Skinner, SE Bennett, PJ Umhoefer, ME Oskin, RJ Dorsey, R Nava. 2011. GIS plate tectonic reconstruction of the Gulf of California-Salton Trough oblique rift, Eos. Trans. American Geophysical Union Abstract T T21A-2319."
"Umhoefer",2011,"MC Fry, AE Springer, PJ Umhoefer. 2011. Hydrogeologic implications of a fault scaling relationship in bedrock aquifers, Environmental & Engineering Geoscience 17 (4), 377-389."
"Hoisch",2010,"TD Hoisch, JI Bowie. 2010. Assessing factors that influence the recruitment of majors from introductory geology classes at Northern Arizona University, Journal of Geoscience education 58 (3), 166-176."
"Johnson",2010,"JD Hoeksema, VB Chaudhary, CA Gehring, NC Johnson, J Karst, et al.. 2010. A meta‐analysis of context‐dependency in plant response to inoculation with mycorrhizal fungi, Ecology letters 13 (3), 394-407."
"Johnson",2010,"NC Johnson. 2010. Resource stoichiometry elucidates the structure and function of arbuscular mycorrhizas across scales, New Phytologist 185 (3), 631-647."
"Johnson",2010,"NC Johnson, GWT Wilson, MA Bowker, JA Wilson, RM Miller. 2010. Resource limitation is a driver of local adaptation in mycorrhizal symbioses, Proceedings of the National Academy of Sciences 107 (5), 2093-2098."
"Kaufman",2010,"GH Miller, J Brigham-Grette, RB Alley, L Anderson, HA Bauch, et al.. 2010. Temperature and precipitation history of the Arctic, Quaternary Science Reviews 29 (15-16), 1679-1715."
"Kaufman",2010,"RA Krause Jr, SL Barbour, M Kowalewski, DS Kaufman, CS Romanek, et al.. 2010. Quantitative comparisons and models of time-averaging in bivalve and brachiopod shell accumulations, Paleobiology 36 (3), 428-452."
"Kaufman",2010,"DS Kaufman, RS Anderson, FS Hu, E Berg, A Werner. 2010. Evidence for a variable and wet Younger Dryas in southern Alaska, Quaternary Science Reviews 29 (11-12), 1445-1452."
"Kaufman",2010,"J Bright, DS Kaufman, SL Forman, WC McIntosh, JI Mead, A Baez. 2010. Comparative dating of a Bison-bearing late-Pleistocene deposit, Térapa, Sonora, Mexico, Quaternary Geochronology 5 (6), 631-643."
"Kaufman",2010,"CJ Schiff, DS Kaufman, KL Wallace, ME Ketterer. 2010. An improved proximal tephrochronology for Redoubt Volcano, Alaska, Journal of Volcanology and Geothermal Research 193 (3-4), 203-214."
"Kaufman",2010,"PJ Hearty, JM Webster, DA Clague, DS Kaufman, J Bright, J Southon, et al.. 2010. A pulse of ooid formation in Maui Nui (Hawaiian Islands) during Termination I, Marine Geology 268 (1-4), 152-162."
"Kaufman",2010,"DS Kaufman. 2010. Erratum: Recent warming reverses long-term Arctic cooling (Science (2009)(1236)), Science 327 (5966)."
"Kaufman",2010,"A Ando, C Barbera, SL Barbour, O Bellwood, AG Beu, D Boal, WH Bossert, et al.. 2010. PALEOBIOLOGY Volume 36, 2010 AUTHOR INDEX Aguilar, J.-P. 641 Aguirre, J. 519 Anderson, LC 534, Paleobiology 36 (4), 696."
"Mueller",2010,"JM Mueller, JB Loomis. 2010. Bayesians in space: using Bayesian methods to inform choice of spatial weights matrix in hedonic property analyses, Review of Regional Studies 40 (3), 245-255."
"Nielsen",2010,"LC Tanika, E Nielsen. 2010. PS 56-95: Motivations for participation in conservation amongst four communities in Central America, The 95th ESA Annual Meeting."
"Sample",2010,"JC Sample. 2010. Stable isotope constraints on vein formation and fluid evolution along a recent thrust fault in the Cascadia accretionary wedge, Earth and Planetary Science Letters 293 (3-4), 300-312."
"Sample",2010,"JC Sample. 2010. (Table A3) Oxygen isotope ratios from standards of ODP Hole 146-892D, PANGAEA ."
"Sample",2010,"JC Sample. 2010. Stable oxygen isotopes of calcite veins in ODP Site 146-892, PANGAEA ."
"Sisk",2010,"L Ries, TD Sisk. 2010. What is an edge species? The implications of sensitivity to habitat edges, Oikos 119 (10), 1636-1642."
"Sisk",2010,"AE Castellanos-Villegas, LC Bravo, GW Koch, J Llano, D López, et al.. 2010. Impactos ecológicos por el uso del terreno en el funcionamiento de ecosistemas áridos y semiáridos, Diversidad biológica de Sonora 157-186."
"Sisk",2010,"TA Munoz-Erickson, B Aguilar-González, MRR Loeser, TD Sisk. 2010. A framework to evaluate ecological and social outcomes of collaborative management: lessons from implementation with a northern Arizona collaborative group, Environmental management 45, 132-144."
"Sisk",2010,"S Hurteau, T Sisk, B Dickson, W Block. 2010. Variability in nest density, occupancy, and home range size of Western Bluebirds after forest treatments, Forest science 56 (1), 131-138."
"Sisk",2010,"TD Sisk, CM Albano, EA Aumack, EJ Bernstein, TE Crews, BG Dickson, et al.. 2010. Integrating restoration and conservation objectives at the landscape scale: the Kane and Two-mile Ranch project, The Colorado Plateau IV: shaping conservation through science and management … ."
"Sisk",2010,"TD Sisk. 2010. Ranching, local ecological knowledge, and the stewardship of public lands, Planetary stewardship in a changing world: paths toward resilience and … ."
"Sisk",2010,"C Van Riper, BF Wakeling, TD Sisk. 2010. The Colorado Plateau IV: Shaping conservation through science and management, University of Arizona Press ."
"Sisk",2010,"TD SISK. 2010. BRIAN F. WAKELING, The Colorado Plateau IV: Shaping Conservation Through Science and Management ."
"Springer",2010,"AE Springer. 2010. Review Protocol–Final: Have arid land springs restoration projects been effective in restoring hydrology, geomorphology, and invertebrates and plant species composition …, Collaboration for Environmental Evidence ."
"Umhoefer",2010,"TJ Felger, LS Beard, PJ Umhoefer, MA Lamb. 2010. Geologic map of Lake Mead and surrounding regions, southern Nevada, southwestern Utah, and northwestern Arizona, Miocene Tectonics of the Lake Mead Region, Central Basin and Range … ."
"Umhoefer",2010,"KE Karlstrom, M Heizler, MC Quigley, PJ Umhoefer, LS Beard, MA Lamb. 2010. Structure and 40Ar/39Ar K-feldspar thermal history of the Gold Butte block: Reevaluation of the tilted crustal section model, Miocene Tectonics of the Lake Mead Region, Central Basin and Range … ."
"Umhoefer",2010,"PJ Umhoefer, LS Beard, KL Martin, N Blythe, PE Umhoefer, MA Lamb. 2010. From detachment to transtensional faulting: A model for the Lake Mead extensional domain based on new ages and correlation of subbasins, Miocene Tectonics of the Lake Mead Region, Central Basin and Range … ."
"Umhoefer",2010,"RE Anderson, LS Beard, PJ Umhoefer, MA Lamb. 2010. Geology of the Lake Mead region: An overview, Miocene tectonics of the Lake Mead region, central basin and range … ."
"Umhoefer",2010,"MC Quigley, KE Karlstrom, S Kelley, M Heizler, PJ Umhoefer, MA Lamb, et al.. 2010. Timing and mechanisms of basement uplift and exhumation in the Colorado Plateau–Basin and Range transition zone, Virgin Mountain anticline, Nevada-Arizona, Miocene Tectonics of the Lake Mead Region, Central Basin and Range … ."
